robot_pos target_pos
|[0.7313819677251707, -2.978435515830037, 1.5633973921807776]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.7514971385373476, -2.9772821009938535, 1.5610827851505493]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.7709622920241177, -2.9774521334581054, 1.558005016752931]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.789776624539275, -2.980291660334873, 1.5563624023366884]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8079419873183706, -2.9794218470135574, 1.5519797026787154]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8263708073875858, -2.97593001717613, 1.5499491927911904]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8423443414537295, -2.969299690573743, 1.5487537848719268]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8563349304236394, -2.9664554268724785, 1.5459185720265913]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8687199248112906, -2.9665692348711703, 1.5420766343370067]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8798352483323074, -2.971371933771005, 1.5411769944605171]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8882143466180057, -2.9691212469416746, 1.541457954681041]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8946302493453138, -2.966934578122677, 1.5424762252286355]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8991836160467068, -2.9648850408619656, 1.5431827590243898]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.9011127293124364, -2.9582944584087425, 1.5451866134930685]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.9023243227843278, -2.9586969404266963, 1.549789190166479]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.9000644592280503, -2.94919515002378, 1.5502018637882502]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8974156192101148, -2.9482031878471884, 1.5515490009812933]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8927766429455506, -2.9458150135508157, 1.5503592389948377]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8879472090546401, -2.9542636439863483, 1.5503615860409476]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8796449068132542, -2.950940306242703, 1.5493168328226723]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.871100451147983, -2.946892038220613, 1.5472486902157376]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.863843427771797, -2.9473675864368496, 1.5482498178285482]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.857491065548645, -2.9501698825161475, 1.5472933489717147]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8522441944998165, -2.9578958104642035, 1.5455957336608337]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8469140470015807, -2.958246530496372, 1.5436039623297826]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8420105121772267, -2.956842268821173, 1.5424676424222021]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8375846720833833, -2.9547717326491534, 1.54348673220027]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8335987881040249, -2.9522251927796037, 1.5423830034417383]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8300359371201882, -2.949671794058983, 1.5429791533610713]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8269724700010314, -2.9500618285062585, 1.5418921872152227]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8242620157387002, -2.950187693771679, 1.5398049851750262]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8219067529023619, -2.9531601834449757, 1.5402093066971516]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8198573575245014, -2.9585579645390894, 1.5395532449627682]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8181318566731761, -2.9688865465697334, 1.5374779945213273]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8164131148364276, -2.9740112479981895, 1.532448847548978]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8149259946609371, -2.982046845425721, 1.5297791624507113]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8133484716342929, -2.979574220985456, 1.5274192690770034]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[0.8119527637540744, -2.9785912231867746, 1.5265081193643275]| |[-1.364390687213966, -1.5288593538853217, 2.3902618390181334]|
|[-5.955700410381799e-23, -2.05, 2.444667466666667]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-7.841725200687008e-05, -2.04970705330864, 2.443712589481076]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.000923537794958003, -2.04682453623958, 2.440874832372277]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.0025636355443296524, -2.0475259624869415, 2.436506128283801]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.004847708308408565, -2.048848467652188, 2.428935797108524]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.0077577924403356355, -2.0449710154740295, 2.420356034220352]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.010085092709937115, -2.0410729848335305, 2.4084881085122833]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.011869408224319328, -2.0418092662256586, 2.3930683564073836]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.012992051379376573, -2.0358497999386076, 2.371465852330392]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.01360524783747194, -2.036027766049188, 2.3500952832339403]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.013647351892554473, -2.0393256876202575, 2.326186209242742]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.013118833575654517, -2.04942850870989, 2.302476068357466]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.011958233464374739, -2.0576028506154183, 2.2780496877948724]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.01018360695544071, -2.0677142942308495, 2.2506814061195377]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.007792623129312226, -2.081643322291301, 2.224698847199301]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.004764060207537718, -2.092758358862292, 2.1966021693513413]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-0.0011122925355767253, -2.1074383474078204, 2.1672306304142337]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.003167149917487311, -2.1274481165621215, 2.139456326134755]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.008080298359284657, -2.151295628532277, 2.1132926686356965]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.013630014698136576, -2.176875233152919, 2.087841359085104]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.019827148992398576, -2.2072557235787023, 2.068528743804662]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.02662914023923199, -2.237306983773694, 2.045153667863815]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.03407357189148437, -2.2648351255647188, 2.019443978113356]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.042105015824942846, -2.2980543214999596, 1.9934170508427003]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.05077456841710515, -2.3276224068294824, 1.9687757391730996]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.060007386590725915, -2.3646557371621495, 1.9442875021199357]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.06990886148240505, -2.400315713940698, 1.9189113289200663]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.08043733641736295, -2.436803057837026, 1.8962679604474673]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.09165570530324521, -2.4674343267975916, 1.8743934944735927]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.10346633177533907, -2.500060008651611, 1.8547506570471068]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.11590337203876544, -2.53200371527206, 1.8371156069493906]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.12897967836431679, -2.56514610430532, 1.8180187146299707]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.14266291270137302, -2.5952180560356335, 1.79938975857171]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.15699450158744296, -2.6222117540468766, 1.782995505199303]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.17195860559234494, -2.6487346485981496, 1.7695968858477469]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.18756599721012643, -2.671664796801032, 1.753911189821459]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.2037836208946449, -2.695955913372877, 1.7414166390349919]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.22059085117566207, -2.7228046558109007, 1.7316939194798049]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.23801752989522415, -2.748818769192708, 1.720284293579564]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.2560392889763809, -2.7771607202076365, 1.711105235692601]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.27465951421605367, -2.804097543125077, 1.6999309896809467]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.29389464280294175, -2.8290987376144603, 1.6881803747047934]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.3137348588430004, -2.8502032912803568, 1.6772503247569372]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.3341732923345273, -2.8713712380940173, 1.666400171673876]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.35523190996294696, -2.890973789136273, 1.657980674315878]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.37686888365326493, -2.917917218783075, 1.6472697992539898]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.39912177618926786, -2.935564631441325, 1.6367880316221737]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.4219715162088783, -2.955437177570004, 1.6283949876574202]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.44542193962135745, -2.972057551488535, 1.6211525464825416]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.4694797317267054, -2.984832209365076, 1.6157744347701408]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.4941314665713778, -2.9933648891034177, 1.6081048622574905]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.5193771967990866, -2.9954163778164666, 1.5988957010572897]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.5452315452693943, -2.991213577310255, 1.5902789889123399]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.5707670999560286, -2.9918759771125205, 1.5846823531624354]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.5956194208892625, -2.9896135671038615, 1.5805957890006481]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.6198047728731971, -2.9886258236693606, 1.5780991395955342]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.6433320676306308, -2.9838718996220415, 1.573286709553279]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.6661989355333255, -2.979613635759684, 1.5707789251446596]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.6884030095410221, -2.984361246988285, 1.5671397226324042]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.7099526516024454, -2.9844510441920336, 1.5647190023781228]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.7308485224696997, -2.9843966626976774, 1.5621348021587178]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.7510934401041988, -2.981407846150631, 1.5620868332620326]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.7706840530759658, -2.9788455624249286, 1.562638933736965]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.7896251328178243, -2.9736569419212633, 1.5612308550147276]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8079155274543911, -2.968123571744858, 1.5603359249915076]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.826172407886611, -2.963992484649328, 1.558326629620279]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8424918901307192, -2.9640153304622285, 1.558112159963494]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8565729962421105, -2.959084087653174, 1.5593624878114565]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8684101696491427, -2.9531889652063668, 1.5599297535641459]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8789267536408406, -2.953045581589407, 1.5601769991909649]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8865229324998287, -2.9456024302543713, 1.5609200103713692]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8936159669318202, -2.9482751835268597, 1.5622296636390602]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8976683053836237, -2.9432468384172332, 1.5632763719574536]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.9003033037243549, -2.940999376908624, 1.5655960346340663]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.9006261602529244, -2.935943262850424, 1.5661678716406486]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8998847913780101, -2.9354428828281334, 1.565812575389698]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8974698406217957, -2.935870676705248, 1.5667967135607526]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8931624061725298, -2.9360527130940413, 1.5673666955164676]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8862828928837512, -2.9310604401695244, 1.5662900116240441]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8786155457188137, -2.9321772335864638, 1.5641743947400313]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8718337218291285, -2.9423773618099918, 1.5623398957644108]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8648247484501733, -2.946098571783052, 1.5611202025391049]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8582149052281937, -2.947398603342935, 1.5607535184412722]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8519965379818977, -2.9448903725742563, 1.5619650127505562]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8461478237262157, -2.938567400244145, 1.5599019969735286]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8416493388513665, -2.941684884453918, 1.558783519223348]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.837430487367266, -2.942943912500538, 1.558369035457173]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8337105073445541, -2.9450701161154385, 1.5565405266974857]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.830488118224108, -2.94960012464891, 1.5534640047730868]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8276214743821294, -2.9551506681967865, 1.549196906972266]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8250119129272127, -2.960388044066398, 1.5469941575735413]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8224564644310204, -2.9600691420090697, 1.542309760446039]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8201229474896804, -2.959339276305569, 1.538675406203956]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8179871989101084, -2.9579358485558194, 1.5361147899770016]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8163439603175958, -2.965122158252496, 1.5336981419330349]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8147071376445945, -2.966059269765977, 1.5285406460434092]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8132531227891313, -2.9680005157879736, 1.5255066425497907]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.811801579356321, -2.9627138611474826, 1.5223994793742555]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.8107088959059527, -2.9688910991260697, 1.5199728432262927]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[0.809640834550626, -2.9694865618845663, 1.5183991671508614]| |[-0.9787489484293825, -1.2310252374460093, 2.305507446983276]|
|[-5.955700410381799e-23, -2.05, 2.444667466666667]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.00015225699184445523, -2.0502764093340518, 2.4438666072732325]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.0011231153046402649, -2.051035378488797, 2.4417424903344376]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.0027261484165062733, -2.049855109090449, 2.438128517124696]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.004947635896709253, -2.046601785716807, 2.432345951085239]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.007805433663573082, -2.0417395337747415, 2.422681469587389]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.01149835801364428, -2.0455905668803793, 2.412754481752852]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.014449753946198742, -2.040784207349643, 2.39618070531153]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.01690829313628685, -2.0425490501888963, 2.378064676704419]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.018748757369503294, -2.041166842855309, 2.3559781416216223]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.02003804525302272, -2.044493769391163, 2.3340474549594874]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.020739404755106248, -2.050902086329475, 2.309889509406146]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.02084831342037215, -2.0625245816955284, 2.288028712091018]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.02029372738107192, -2.0653639650271094, 2.2593010445651758]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.01914528952143013, -2.075700536712265, 2.2320368857212034]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
|[-0.01737753512542738, -2.0913370103360998, 2.2061477922748036]| |[0.6955682021765223, -1.7233829601673616, 2.450359176829463]|
